関係機関一覧（令和４年２月１日現在）,,,,,,,,,,,,,,,,,,,,,,,
区市町村名,ＨＰ,名称,郵便番号,住所,最寄駅,"交通経路
（最寄り駅から徒歩何分か等）",電話番号,"対応可能な
相談内容",支援の実施内容,,,,,,,,,対象年齢,,,,,備考
,児童福祉主管課,府中市子ども家庭部児童青少年課,183-8703,府中市宮西町2-24,京王線府中駅、JR南武線・武蔵野線府中本町駅,京王線府中駅から徒歩8分、JR府中本町駅から徒歩5分,042-335-4300,学童クラブへの入会相談,,,,,○,,,,,,○,,,,
,子供家庭支援センター,府中市子ども家庭支援センターたっち,183-0023,府中市宮町1-50くるる3F,京王線府中駅,徒歩1分,042-354-8700,子どもと家庭の総合相談,○,○,,,,,○,,,○,○,○,○,,
,児童発達支援（センター以外）,府中市立心身障害者福祉センター子ども発達支援センターあゆの子,183-0026,府中市南町5-38,京王線中河原駅,中河原駅から徒歩15分/ちゅうﾊﾞｽ　福祉ｾﾝﾀｰ前下車すぐ,042-402-0232,乳幼児発達相談,○,○,○,,,,,,,○,,,,,
,,ポップシップ,183-0027,府中市本町1-15-3宮ﾉ森ｺｰﾎﾟ102,JR府中本町駅、京王線府中駅,JR府中本町駅から徒歩3分、京王線府中駅から徒歩12分,042-319-9936,発達相談、発達支援（個別療育、SST）、学習支援等,○,,○,,,,○,○,,○,,,,,
,,Ｔｏｓｓｉｅ（トッシー）,183-0056,"
府中市寿町3-10-7第二ﾒｿﾞﾝ藤1F東 ",JR武蔵野線北府中駅、京王線府中駅,北府中駅から徒歩6分、府中駅から徒歩10分,042-336-1255,相談支援（利用児童のみ）・発達支援,○,,○,,,,,,,○,,,,,令和3年5月15日より土曜日も開所します
,,発達支援つむぎ　府中ルーム,183-0045,府中市美好町1-22-9青島ﾋﾞﾙ2階,JR・京王線分倍河原駅,分倍河原駅から徒歩10分,042-306-7641,発達相談、発達支援,,,○,,,,,,,○,,,,,
,,根っこくらぶ,183-0045,府中市美好町3-17-4     ﾏﾃﾘｱﾙ府中1F-B,分倍河原駅,10分,042-319-1473,発達相談・発達支援,○,,○,,,,,,,○,,,,,
,,放課後デイサービスぽーと,183-0006,東京都府中市緑町３丁目５−７ 木城ビル4階,東府中駅,徒歩2分,042-302-6610,,,,○,,,○,,,,幼児,,,,,
,,ちゃいくろ児童デイサービス府中,183-0011,府中市白糸台6-5-10-1F,京王線飛田給駅,徒歩7分,042-306-9679,"知的発達
支援相談",,,○,,,,,,未就学,,○,○,○,,
,,ちゃいくろ２号館,183-0014,府中市是政2-5-2 ｻﾝﾊｲﾂｻﾄｳ1F,西武多摩川線是政駅,西武多摩川線是政駅から徒歩７分,042-202-3758,発達相談・発達支援,,,○,,,○,,,,幼児,,,,,
,,NPO法人福光　きぼうクラブ,183-0051,府中市栄町３－１２－１　メディカルビル・グレイス４階,JR武蔵野線北府中駅・JR中央線、武蔵野線西国分寺駅,"・JR武蔵野線「北府中駅」より農工大方面に徒歩約10分
・JR中央線、武蔵野線「西国分寺駅」南口よりタクシーで約5分、または徒歩約15分
・JR中央線「国分寺駅」、京王線「府中駅」よりバス⇒バス停「栄町三丁目」下車すぐ",042-314-2200,発達相談・発達支援,,,○,,,,,,,幼児,,,,,
,その他のｻｰﾋﾞｽ事業所,府中市立心身障害者福祉センター子ども発達支援センターあゆの子,183-0026,府中市南町5-38,京王線中河原駅,中河原駅から徒歩15分/ちゅうﾊﾞｽ福祉ｾﾝﾀｰ前下車すぐ,042-402-0232,乳幼児発達相談・保育所等の支援のための訪問,○,○,○,○,,,,○,,○,,,,,
,,ケアチーム大芽,183-0005,"府中市若松町1-2-5
芽生会BLD2階",京王線東府中駅,徒歩5分,042-314-7014,就労支援、自立訓練（生活訓練）,,,,,○,○,,,,,,,,○,
,放課後等デイサービス,放課後等デイサービスリアン府中美好町,183-0045,府中市美好町3-13-3-2号,分倍河原駅,徒歩10分,042-340-3133,発達相談　など,○,,○,,,,,○,,,○,○,○,,
,,ポップシップ,183-0027,府中市本町1-15-3宮ﾉ森ｺｰﾎﾟ102,JR府中本町駅、京王線府中駅,JR府中本町駅から徒歩3分、京王線府中駅から徒歩12分,042-319-9936,発達相談、発達支援（個別療育、SST）、学習支援等,○,,○,,,,○,○,,,○,,,,
,,ハッピーテラス東府中教室,183-0015,府中市清水が丘1-1-3第1勇心ﾋﾞﾙ201,京王線東府中駅,京王線東府中駅から徒歩1分,042-370-1751,療育（放課後等デイサービス）に係る発達相談、保護者相談等,,,,,,○,,,,,○,○,○,,
,,ドリームボックス浅間町,183-0001,府中市浅間町2-2-16 ﾒｿﾞﾝﾓﾝﾌﾚｰﾙ1階,京王線府中駅,府中駅から京王バス10分　浅間町下車すぐ,042-319-9824,発達相談・発達支援,○,,○,,,,,○,,,○,○,○,,
,,児童デイサービス　　　　　　　　サンフラワー府中,183-0032,府中市本宿町2-20-8,西府駅,徒歩5分,050-5897-0426,発達相談・発達支援,○,,○,,,,,○,,,○,○,○,,
,,根っこくらぶ,183-0045,府中市美好町3-17-4     ﾏﾃﾘｱﾙ府中1F-B,分倍河原駅,10分,042-319-1473,発達相談・発達支援　　学習支援,○,,○,,○,,,,,○,○,○,○,,
,,オンリーワン,183-0005,"府中市若松町1-7-33
K&Y東府中ﾋﾞﾙ2階",京王線東府中駅,京王線東府中駅から徒歩5分,042-369-7065,学齢児の発達相談、発達支援等,○,,○,,,○,,,,,○,○,○,,
,,ちゃいくろ２号館,183-0014,府中市是政2-5-2 ｻﾝﾊｲﾂｻﾄｳ1F,西武多摩川線是政駅,西武多摩川線是政駅から徒歩７分,042-202-3758,発達相談・発達支援,,,○,,,○,,,,,○,○,○,,
,,放課後デイサービス　プティ フォンティーヌ,183-0027,東京都府中市本町１－１－２２　ブラーヴハウス2階,"京王線　府中駅
JR　武蔵野線　南武線　府中本町駅","京王線府中駅　7.8分
JR　府中本町駅　7.8分",042-302-3090,,,,,,,,,,,,○,○,○,,"リトミックをベースにした放課後等デイサービス。
HipHop、楽器、歌、物つくり等カリキュラムが決まっており、時間枠が明確です。"
,,放課後デイサービスぽーと,183-0006,東京都府中市緑町３丁目５−７ 木城ビル4階,東府中駅,徒歩2分,042-302-6610,,,,○,,,○,,,,,○,○,○,,
,,ちゃいくろ児童デイサービス府中,183-0011,府中市白糸台6-5-10-1F,京王線飛田給駅,徒歩7分,042-306-9679,"知的発達
支援相談",,,○,,,,,,未就学,,○,○,○,,
,,こもれび,183-0045,府中市美好町1-18-5萩原ﾋﾞﾙ3F,京王線府中駅、京王線・JR南武線分倍河原駅,京王線府中駅から徒歩15分、京王線・JR南武線分倍河原駅から徒歩10分,042-370-1856,療育（放課後等デイサービス）に係る発達相談、保護者相談等,,,,,,○,,,,,○,○,○,,
,,NPO法人福光　きぼうクラブ,183-0051,府中市栄町３－１２－１　メディカルビル・グレイス４階,JR武蔵野線北府中駅・JR中央線、武蔵野線西国分寺駅,"・JR武蔵野線「北府中駅」より農工大方面に徒歩約10分
・JR中央線、武蔵野線「西国分寺駅」南口よりタクシーで約5分、または徒歩約15分
・JR中央線「国分寺駅」、京王線「府中駅」よりバス⇒バス停「栄町三丁目」下車すぐ",042-314-2200,発達相談・発達支援,,,○,,,,,,,,○,○,○,,
,,放課後等デイサービスリアン府中緑町,183-0006,府中市緑町1-10-2　PALAST緑町102号,京王線府中駅,徒歩10分,042-306-7081,発達相談・発達支援等,○,,○,,,,,○,,,○,○,○,,
,,放課後等デイサービスリアン府中白糸台,183-0011,府中市白糸台2-3-6-A,"西武多摩川線
白糸台駅",徒歩1分,042-370-1393,発達相談など,○,,○,,,,,○,,,○,○,○,,
,"教育関係
※教育相談所含む",教育センター,183-0055,府中市府中町1-32,府中駅,徒歩7分,042-364-4108,電話相談・教育相談・就学相談,○,,○,○,,,,,,○,○,○,○,,
,相談支援事業所,地域生活支援センター　み～な,183-0026,府中市南町5-38 府中市立心身障害者福祉ｾﾝﾀｰ内,京王線中河原駅,中河原駅から徒歩15分/ちゅうﾊﾞｽ　福祉ｾﾝﾀｰ前下車すぐ,042-360-1312,相談支援,○,,,,,,,,,○,○,○,○,○,
,,地域生活支援センタープラザ,183-0045,府中市美好町1-7-2 第一市川ﾏﾝｼｮﾝ202,京王線府中駅,徒歩10分,042-358-2288,相談支援,○,,,,○,,,,,,,,,○,
,,地域生活支援センターあけぼの,183-0056,府中市寿町3-9-11山上ﾋﾞﾙ1階,"JR武蔵野線北府中駅
京王線府中駅","JR北府中駅から徒歩5分
京王線府中駅から徒歩10分",042-358-1085,相談支援,○,,,,○,,,,,,○,○,○,○,
,就労移行支援事業所,レスポワール工房,183-0045,府中市美好町1-30-3 ｼｬﾛﾝﾍﾞﾃﾙ矢代1階,京王線分倍河原駅,徒歩8分,042-367-5080,就労支援,,,,,○,,,,,,,,,○,
,,ＬＩＴＡＬＩＣＯワークス府中,183-0023,府中市宮町1-40 KDX府中ﾋﾞﾙ5F-E,京王線府中駅、JR南武線・武蔵野線府中本町駅,京王線府中駅から徒歩3分、JR府中本町駅から徒歩7分,042-314-2371,就労に関する相談,,,,,○,,,,,,,,,○,
,,ｍａｎａｂｙ府中駅前事業所,183-0055,府中市府中町1-1-5府中高木ﾋﾞﾙ5階,・京王線「府中駅」、JR南武線・武蔵野線「府中本町駅」,"・京王線「府中駅」徒歩2分
・JR南武線・武蔵野線「府中本町駅」徒歩13分",042-306-8911,就労支援,,,,,○,,,,,,,,,○,"(WEBサイト)https://manaby.co.jp/
一人ひとりの自分らしさに合った、
新しい働き方を実現するためのスキルが習得できます。"
,,ハピネスサポーター西府,183-0031,府中市西府町3-1-5-102,JR南武線西府駅,徒歩7分,042-319-2318,,○,,,,○,,,,,,,,,○,
,,ｃｏｃｒｐｏｒｔ府中駅前Ｏｆｆｉｃｅ,183-0055,"府中市府中町1-10-3　 
府中南ビル3階",京王線府中駅,徒歩3分,042-319-0583,発達障害者の就労支援全般,,,,,○,,,,,,,,,○,
,,コットンハウス、フレンズ,183-0034,府中市住吉町2-13-4,京王線中河原駅,京王線中河原駅から徒歩３分,042-368-2550,就労移行支援,,,,,○,,,○,,,,,,○,
,,ウェルビー府中駅前センター,183-0056,東京都府中市寿町1-1-3三ツ木寿町ビル8階,府中駅,1分,042-306-6273,"・就職に関する相談
・日常生活での悩み",,,,,○,,,,,,,,,○,
,,ディーキャリア府中オフィス,183-0016,東京都府中市八幡町1-8-20　ソニアビル1F～3F,"京王線「府中駅」
京王競馬場線「府中競馬正門前駅」","京王線「府中駅」南口より徒歩9分
京王線競馬場線「府中競馬正門前駅」より徒歩4分",042-319-0063,就労支援,,,,,○,,,,,,,,,○,
,,ワークショップさかえ,183-0057 ,府中市晴見町3-18-7,京王線府中駅,ﾊﾞｽ10分,042-336-5807,生活支援,,,,,○,○,,,,,,,,○,
,,プロジェクツけやきのもり,183-0034,府中市住吉町1-60-10,京王線　中河原駅,徒歩5分,042-368-7989,精神保健相談,,,,,○,○,,,,,,,,○,9：00～1700
,,レスポワール工房,183-0045,府中市美好町1-30-3 ｼｬﾛﾝﾍﾞﾃﾙ矢代1階,京王線分倍河原駅,徒歩8分,042-367-5080,就労支援,,,,,○,,,,,,,,,○,
,,ギャロップ,183-0055,府中市若松町1-9-1,京王線東府中駅,徒歩7分,042-365-7363,就労支援,,,,,○,,,,,,,,,○,
,,ケアチーム大芽,183-0005,"府中市若松町1-2-5
芽生会BLD2階",京王線東府中駅,徒歩5分,042-314-7014,就労支援、自立訓練（生活訓練）,,,,,○,○,,,,,,,,○,
,,コットンハウス、フレンズ,183-0034,府中市住吉町2-13-4,京王線中河原駅,京王線中河原駅から徒歩３分,042-368-2550,就労支援・生活支援,,,,,○,○,○,○,,,,,,○,
,,毎日CAMP,183-0027,東京都府中市本町１－１－２２　ブラーヴハウス2階,"京王線　府中駅
JR　武蔵野線　南武線　府中本町駅","京王線府中駅　7.8分
JR　府中本町駅　7.8分",042-361-5959,,○,,,,○,○,,,,,,,,○,
,就労支援センター,府中市障害者就労支援センター　み～な,183-0026,府中市南町5-38 府中市立心身障害者福祉ｾﾝﾀｰ内,京王線中河原駅,中河原駅から徒歩15分/ちゅうﾊﾞｽ　福祉ｾﾝﾀｰ前下車すぐ,042-360-1312,就労支援、生活支援,,,,,○,,,,,,,,,○,
,地域活動支援センター,地域生活支援センターふらっと,183-0015,府中市清水が丘3-23-17-1F,京王線多磨霊園駅,京王線多磨霊園駅から徒歩3分,042-370-1781,,,,,,,,○,○,,○,○,○,○,○,
,,地域生活支援センターあけぼの,183-0056,府中市寿町3-9-11山上ﾋﾞﾙ1階,"JR武蔵野線北府中駅
京王線府中駅","JR北府中駅から徒歩5分
京王線府中駅から徒歩10分",042-358-1085,,,,,,,,,,,,○,○,○,○,
,,地域生活支援センタープラザ,183-0045,府中市美好町1-7-2 第一市川ﾏﾝｼｮﾝ202,京王線府中駅,徒歩10分,042-358-2288,,,,,,,,○,,,,,,,○,
,,地域生活支援センター　み～な,183-0026,府中市南町5-38 府中市立心身障害者福祉ｾﾝﾀｰ内,京王線中河原駅,中河原駅から徒歩15分/ちゅうﾊﾞｽ　福祉ｾﾝﾀｰ前下車すぐ,042-360-1312,,,,,,,,○,○,,○,○,○,○,○,
昭島市,障害福祉主管課,保健福祉部障害福祉課,196-8511,昭島市田中町1-17-1,昭島駅,20分,042-544-5111,全般,,,,,,,,,,○,○,○,○,○,
,福祉事務所,昭島市福祉事務所,196-8511,昭島市田中町1-17-1,昭島駅,20分,042-544-5111,全般,,,,,,,,,,○,○,○,○,○,
,保健所・保健センター,子育て世代包括支援センター,196-0015,昭島市昭和町4-7-1,昭島駅,10分,042-544-5126,未就学児の発達相談・育児相談等,○,○,○,,,,,,,○,,,,,
,子供家庭支援センター,子ども家庭支援センター,196-0012,昭島市つつじが丘3-3-15,昭島駅,10分,042-543-9046,子どもに関する相談等,○,○,,,,,,,,○,○,○,○,,
,児童発達支援センター,子ども発達プラザ　ホエール,196-0012,昭島市つつじが丘3-3-1,昭島駅,15分,042-519-7633,,○,,○,,,,,,,○,○,,,,
,,脳を育てる運動療育センターピースマイル中神教室,196-0025,昭島市朝日町1-4-3,中神駅,1分,042-519-2076,,,,○,,,,,,,○,○,○,○,,
,,ロングサポート　La・Nature,196-0011,昭島市上川原町3-8-20,昭島駅,10分,042-519-5888,,,,○,,,,,,,○,,,,,
,,脳を育てる運動療育センターピースマイル昭島福島町教室,196-0031,昭島市福島町3-13-7,東中神駅,25分,042-519-1215,,,,○,,,,,,,○,○,○,○,,
,,こぱんはうすさくら　昭島たなか教室,196-0014,昭島市田中町1-23-1,昭島駅,15分,042-519-2452,,,,○,,,,,,,○,○,○,○,,
,,ハッピーテラス拝島駅前,196-0003,昭島市松原町4-12-20　2F,拝島駅,2分,042-519-6140,,,,○,,,,,,,○,○,○,○,,
,,ドリームボックス中神,196-0034,昭島市玉川町2-4-11,中神駅,10分,042-519-4412,,,,○,,,,,,,,○,○,○,,
,,脳を育てる運動療育センターピースマイル中神教室,196-0025,昭島市朝日町1-4-3,中神駅,1分,042-519-2076,,,,○,,,,,,,○,○,○,○,,
,,放課後等デイサービス　　　　　　　　　　つむぐ　中神教室,196-0025,昭島市朝日町3-18-9,中神駅,5分,042-808-8087,,,,○,,,,,,,,○,○,○,,
,,キッズサポートてんとうむし,196-0011,昭島市上川原町3-8-22,昭島駅,10分,042-808-8852,,,,○,,,,,,,,○,○,○,,
,,放課後等デイサービス　　　　　　　　　　つむぐ　中神第２教室,196-0022,昭島市中神町1228-20,中神駅,5分,042-808-8933,,,,○,,,,,,,,○,○,○,,
,,放課後等デイサービスｎｅｉｒｏ,196-0013,昭島市大神町1-2-22,昭島駅,30分,042-519-7930,,,,○,,,,,,,,○,○,○,,
,,脳を育てる運動療育センターピースマイル昭島福島町教室,196-0031,昭島市福島町3-13-7,東中神駅,25分,042-519-1215,,,,○,,,,,,,○,○,○,○,,
,,子ども発達プラザ　ホエール,196-0012,昭島市つつじが丘3-3-1,昭島駅,15分,042-519-7633,,○,,○,,,,,,,○,○,,,,
,,こぱんはうすさくら　昭島たなか教室,196-0014,昭島市田中町1-23-1,昭島駅,15分,042-519-2452,,,,○,,,,,,,○,○,○,○,,
,,ハッピーテラス拝島駅前,196-0003,昭島市松原町4-12-20　2F,拝島駅,2分,042-519-6140,,,,○,,,,,,,○,○,○,○,,
,,放課後等デイサービス　かがやき,196-0022,昭島市中神町1176-19-102,中神駅,2分,042-542-1638,,,,○,,,,,,,,○,○,○,,
,,ジョブサU18拝島教室,196-0003,"昭島市松原町5-1-22
ALPHA14ビル2階",拝島駅,１分,042-519-7833,,,,○,,,,,,,,○,○,○,,
,,就労準備型放課後等デイサービスneiro,196-0025,"昭島市朝日町3-18-10
第三大正ビル1階",中神駅,5分,042-519-5536,,,,○,,,,,,,,○,○,○,,
,,Pocket,196-0012,"昭島市つつじが丘3-5
第6号棟第111号室",昭島駅,8分,042-544-2200,,,,○,,,,,,,,○,○,○,,
,"児童の発達相談、教育関係
※教育相談所含む",教育・発達総合相談,196-0012,昭島市つつじが丘3-3-15,昭島駅,10分,042-519-2247,"児童の発達に関する相談
就学相談等",○,○,○,○,,,,,,○,○,○,,,
,,にこにこ,196-0034,昭島市玉川町3-17-13,東中神駅,10分,042-541-0706,関係機関紹介等,○,,,,,,,,,○,○,○,○,○,
,,昭島市障害者相談支援センター,196-0015,昭島市昭和町4-7-1,昭島駅,10分,042-513-5456,関係機関紹介等,○,,,,,,,,,○,○,○,○,○,
